;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
Bairro;Rota;Setor;Cep Destinatário;
VENEZA         ;194;PAPUCAIA;28695000;
PENHA          ;2781;RIO DE JANEIRO;21072560;
MORRO DO COCO  ;191;CAMPOS DOS GOYTACAZES - C;28178000;
NEVES          ;195;SAO GONCALO;24425330;
PRADOS VERDES  ;246;NOVA IGUACU CG;26299036;
CORDOVIL       ;2781;RIO DE JANEIRO;21010170;
PARQUE MUISA   ;2701;DUQUE DE CAXIAS;25046150;
QUARTEIRAO BRAS;200;PETROPOLIS;25680250;
RECREIO DOS BAN;246;RIO DE JANEIRO REG.P (RECREIO/VARGEM);22795172;
CORDOVIL       ;2781;RIO DE JANEIRO;21012040;
CIDADE DE DEUS ;243;RIO DE JANEIRO REG.P;22773200;
CABUCU         ;246;NOVA IGUACU CG;26291401;
BONSUCESSO     ;2781;RIO DE JANEIRO;21050145;
INHOAIBA       ;2690;RIO DE JANEIRO-COSMOS/INHOAÍBA;23063010;
SAO PEDRO DA SE;204;LUMIAR;28616155;
SAO FRANCISCO  ;193;NITEROI;24360017;
CAMPINHO       ;2782;RIO DE JANEIRO REG.D;21341300;
CARMARI        ;238;NOVA IGUACU;26022202;
ESTRADA DA SAUD;200;PETROPOLIS;25610240;
VARGINHA       ;204;NOVA FRIBURGO;28616260;
CAROLINA       ;2701;DUQUE DE CAXIAS;25060040;
QUEIMADOS      ;237;QUEIMADOS;26310190;
JAPUIBA        ;249;ANGRA DOS REIS;23934010;
TIJUCA         ;183;RIO DE JANEIRO REG. TIJUCA;20520055;
BALNEARIO SAO P;192;SAO PEDRO DA ALDEIA;28948834;
CIDADE HORACIO ;2704;MAGE;25931470;
SANTA CRUZ     ;2690;RIO DE JANEIRO-SANTA CRUZ;23520349;
LEBLON         ;242;RIO DE JANEIRO REG.C;22440034;
CATUMBI        ;183;RIO DE JANEIRO REG. TIJUCA;20251360;
JARDIM METROPOL;2703;S.JOAO DE MERITI P.A. REG B;25575004;
VISCONDE DE ARA;202;MACAE;27943681;
CONEGO         ;204;NOVA FRIBURGO;28621490;
Jonas de Almeid;191;SÃO FIDELIS;28400000;
JARDIM AMERICA ;2781;RIO DE JANEIRO;21240640;
VIADUTO        ;192;ARARUAMA;28978515;
LAGOA          ;242;RIO DE JANEIRO REG.C;22470001;
JACAREPAGUA    ;243;RIO DE JANEIRO REG.P;22783020;
Lia Mßrcia     ;191;BOM JESUS ITABAPONA;28360000;
MUTUA          ;195;SAO GONCALO;24460300;
ROCHA          ;195;SAO GONCALO;24421320;
JARDIM ATLANTIC;194;MARICA;24934615;
ITAUNA         ;195;SAO GONCALO;24473000;
BARRA ALEGRE   ;196;SAO JOSE DO RIBEIRAO (DT BOM JARDIM);28660000;
PARQUE SAO CAET;202;CAMPOS DOS GOYTACAZES - B;28030325;
CAMPO GRANDE   ;2690;RIO DE JANEIRO-CAMPO GRANDE/SENADOR VASCONCELOS;23068190;
RCH            ;238;NOVA IGUACU;26084160;
TAQUARA        ;243;RIO DE JANEIRO REG.P;22710640;
G ROBERTO SILVE;191;RAPOSO;28300000;
SAO JOSE       ;9702;BELFORD ROXO REGIAO 2;26190083;
TAQUARA        ;243;RIO DE JANEIRO REG.P;22730521;
SANTO CRISTO   ;183;RIO DE JANEIRO REG. TIJUCA;20220750;
VILA SAO LUIS  ;2701;DUQUE DE CAXIAS;25065115;
PARQUE VICENTE ;202;CAMPOS DOS GOYTACAZES - A;28080225;
ACU            ;191;SAO JOAO DA BARRA;28200000;
VISTA ALEGRE   ;2781;RIO DE JANEIRO;21236020;
CAMPO GRANDE   ;2690;RIO DE JANEIRO-CAMPO GRANDE/SENADOR VASCONCELOS;23088140;
Reta           ;196;MACUCO;28545000;
GUARATIBA      ;2690;RIO DE JANEIRO-GUARATIBA/SEPETIBA;23032320;
TIJUCA         ;183;RIO DE JANEIRO REG. TIJUCA;20520160;
QUARTEIRAO BRAS;200;PETROPOLIS;25680250;
ALTO DA SERRA  ;200;PETROPOLIS;25640550;
VILA NORMA     ;2703;S.JOAO DE MERITI P.A. REG B;25535420;
SEPETIBA       ;2690;RIO DE JANEIRO-GUARATIBA/SEPETIBA;23530075;
VARGEM GRANDE  ;246;RIO DE JANEIRO REG.P (RECREIO/VARGEM);22783210;
PENHA          ;2781;RIO DE JANEIRO;21012351;
CENTRO         ;2702;BELFORD ROXO;26130020;
SANTA RITA     ;238;NOVA IGUACU;26050790;
BADU           ;193;NITEROI;24320570;
ITAIPU         ;193;NITEROI;24344144;
JD QUEIMADOS   ;237;QUEIMADOS;26321110;
ANCHIETA       ;2694;RIO DE JANEIRO REG. ANCHIETA;21630190;
FLORESTA       ;238;NOVA IGUACU;26031010;
IRAJA          ;2781;RIO DE JANEIRO;21220330;
PORT+O DE FERRO;2507;PARATI;23970000;
COROA GRANDE   ;246;ITAGUAI (COROA GRANDE/ITIMIRM);23825195;
GUARATIBA      ;2690;RIO DE JANEIRO-GUARATIBA/SEPETIBA;23025073;
ROBERTO SILVEIR;248;BARRA MANSA;27310480;
CENTRO         ;238;NOVA IGUACU;26210260;
ROCINHA        ;242;RIO DE JANEIRO REG.C;22451450;
REALENGO       ;2694;RIO DE JANEIRO BANGU/REALENGO;21760320;
PACIENCIA      ;2690;RIO DE JANEIRO-PACIENCIA;23585126;
JOAO CAETANO   ;195;ITAMBI;24866668;
CAJU           ;2799;RIO DE JANEIRO CAJU;20932340;
OLINDA         ;239;NILOPOLIS;26545000;
EXTENSAO DO BOS;192;RIO DAS OSTRAS;28893262;
CAJU           ;2799;RIO DE JANEIRO CAJU;20931002;
COPACABANA     ;242;RIO DE JANEIRO REG.C;22040010;
CAMPO GRANDE   ;2690;RIO DE JANEIRO-CAMPO GRANDE/SENADOR VASCONCELOS;23085570;
MUTONDO        ;195;SAO GONCALO;24452001;
BANGU          ;2694;RIO DE JANEIRO BANGU/REALENGO;21725560;
PARQUE ANCHIETA;2694;RIO DE JANEIRO REG. ANCHIETA;21625350;
PARQUE FUNDAO  ;202;CAMPOS DOS GOYTACAZES - A;28060490;
CENTRO         ;192;ARMACAO DE BUZIOS;28950800;
PEDRA DE GUARAT;2690;RIO DE JANEIRO-GUARATIBA/SEPETIBA;23026000;
SAO MIGUEL     ;240;SEROPEDICA (SAO MIGUEL);23893780;
coqueiro       ;194;SILVA JARDIM;28820000;
ICARAI         ;193;NITEROI;24230210;
CENTRO         ;2703;S.JOAO DE MERITI P.A. REG A;25515420;
BOTAFOGO       ;241;RIO DE JANEIRO REG.E;22270060;
CENTRO         ;192;SAQUAREMA;28990780;
JARDIM GRAMACHO;2701;DUQUE DE CAXIAS;25055340;
TIJUCA         ;183;RIO DE JANEIRO REG. TIJUCA;20520240;
LOTEAMENTO SANT;204;NOVA FRIBURGO;28634040;
BANGU;2694;RIO DE JANEIRO BANGU/REALENGO;21863850;
CENTRO         ;237;QUEIMADOS;26383060;
DOS FERREIRAS  ;2702;BELFORD ROXO;26183700;
BANGU          ;2694;RIO DE JANEIRO BANGU/REALENGO;21860240;
CORONEL VEIGA  ;200;PETROPOLIS;25655158;
COIMBRA        ;245;BARRA DO PIRAI;27115140;
CENTRO         ;245;BARRA DO PIRAI;27155037;
VILA SAO LUIS  ;2701;DUQUE DE CAXIAS;25065051;
CAMPO GRANDE   ;2690;RIO DE JANEIRO-CAMPO GRANDE/SENADOR VASCONCELOS;23075075;
JARDIM AMERICA ;246;ITAGUAI;23810100;
PARQUE VALDAIRO;237;QUEIMADOS;26313070;
APOLO 03       ;195;ITAMBI;24858000;
JACAREPAGUA    ;243;RIO DE JANEIRO REG.P;22783115;
TINGUAZINHO    ;238;NOVA IGUACU;26080185;
VILA GUIMARAES ;238;NOVA IGUACU;26088345;
RIO DO LIMAO   ;192;ARARUAMA;28981275;
PIABETA        ;2704;MAGE;25931782;
NOVO HORIZONTE ;195;ITAMBI;24860028;
RETIRO SAO JOAQ;195;ITAMBI;24813210;
RAMOS          ;2781;RIO DE JANEIRO;21031340;
CARLOS SAMPAIO ;238;NOVA IGUACU;26089140;
MORANGABA      ;202;CAMPOS DOS GOYTACAZES - A;28020866;
EXTENSAO DO BOS;192;RIO DAS OSTRAS;28893271;
AQUARIUS       ;192;CABO FRIO DISTRITO;28925842;
DUARTE SILVEIRA;200;PETROPOLIS;25665045;
JACONE         ;192;SAQUAREMA;28998746;
OLARIA         ;2781;RIO DE JANEIRO;21073240;
OSWALDO CRUZ   ;2694;RIO DE JANEIRO REG. ANCHIETA;21310000;
ELIANE         ;195;SAO GONCALO;24738280;
LAFAIETE       ;238;NOVA IGUACU;26261110;
JURUJUBA       ;193;NITEROI;24370290;
PRQ NOVO ELDORA;202;CAMPOS DOS GOYTACAZES - A;28000100;
ITAIPAVA       ;200;"PETROPOLIS - INTERIOR
";25740100;
VILA PACHECO DA;238;NOVA IGUACU;26040510;
RIO D OURO     ;240;JAPERI;26480250;
FATIMA         ;245;VALENCA;27603121;
BANGU          ;2694;RIO DE JANEIRO BANGU/REALENGO;21840600;
SANTA CRUZ     ;244;VOLTA REDONDA;27288110;
GAVEA          ;242;RIO DE JANEIRO REG.C;22451500;
MEIER          ;2780;RIO DE JANEIRO 2780;20723230;
BANGU          ;2694;RIO DE JANEIRO BANGU/REALENGO;21863390;
CAJUEIRO       ;192;CABO FRIO;28924211;
JARDIM CAICARA ;192;CABO FRIO;28910250;
PARQUE SANTOS D;202;CAMPOS DOS GOYTACAZES - A;28073680;
MEUDON         ;201;TERESOPOLIS;25954270;
CENTRO         ;238;NOVA IGUACU;26250130;
SANTA CRUZ     ;2690;RIO DE JANEIRO-SANTA CRUZ;23550000;
CPO GRANDE     ;2690;RIO DE JANEIRO-CAMPO GRANDE/SENADOR VASCONCELOS;23097470;
VILA MARPIZA   ;238;NOVA IGUACU;26262090;
PENHA CIRCULAR ;2781;RIO DE JANEIRO;21215060;
SANTA LUZIA    ;195;SAO GONCALO;24722205;
ESPERANCA      ;195;ITAMBI;24802355;
GUARATIBA      ;2690;RIO DE JANEIRO-GUARATIBA/SEPETIBA;23031020;
PECHINCHA      ;243;RIO DE JANEIRO REG.P;22770600;
ROCHA          ;195;SAO GONCALO;24420560;
VILA ISABEL    ;183;RIO DE JANEIRO REG. TIJUCA;20560120;
VILA ISABEL    ;183;RIO DE JANEIRO REG. TIJUCA;20551170;
MUTUAPIRA      ;195;SAO GONCALO;24455235;
MARE           ;2781;RIO DE JANEIRO;21046680;
SANTA CRUZ     ;2690;RIO DE JANEIRO-SANTA CRUZ;23520270;
VILA ISABEL    ;199;TRES RIOS;25812174;
MUSSUREPE      ;191;CAMPOS DOS GOYTACAZES - C;28143000;
BENTO RIBEIRO  ;2694;RIO DE JANEIRO REG. ANCHIETA;21550540;
CAMPO GRANDE   ;2690;RIO DE JANEIRO-CAMPO GRANDE/SENADOR VASCONCELOS;23075075;
COSMOS         ;2690;RIO DE JANEIRO-COSMOS/INHOAÍBA;23066271;
GAMBOA         ;183;RIO DE JANEIRO REG. TIJUCA;20220500;
OLARIA         ;2781;RIO DE JANEIRO;21073240;
VISTA ALEGRE   ;2781;RIO DE JANEIRO;21230355;
CENTRO         ;191;SAO JOAO DA BARRA;28200000;
SAMPAIO        ;2780;RIO DE JANEIRO 2780;20961160;
RECREIO DOS BAN;246;RIO DE JANEIRO REG.P (RECREIO/VARGEM);22790382;
CAMPO GRANDE   ;2690;RIO DE JANEIRO-PACIENCIA;23065480;
CAMPO GRANDE   ;2690;RIO DE JANEIRO-CAMPO GRANDE/SENADOR VASCONCELOS;23088600;
PACIENCIA      ;2690;RIO DE JANEIRO-PACIENCIA;23065170;
PADRE MIGUEL   ;2694;RIO DE JANEIRO BANGU/REALENGO;21725020;
SEPETIBA       ;2690;RIO DE JANEIRO-GUARATIBA/SEPETIBA;23530170;
VILA VALQUEIRE ;2782;RIO DE JANEIRO REG.D;21330540;
JARDIM EUROPA  ;201;TERESOPOLIS;25963301;
CENTRO         ;246;ITAGUAI;23815292;
PARQUE TIETE   ;2703;S.JOAO DE MERITI P.A. REG B;25585580;
FREGUESIA      ;2782;RIO DE JANEIRO REG.D;21911270;
METROPOLE      ;238;NOVA IGUACU;26215260;
REALENGO       ;2694;RIO DE JANEIRO BANGU/REALENGO;21725050;
CH PINHAO      ;194;TANGUA;24890000;
PARQUE GUARUS  ;202;CAMPOS DOS GOYTACAZES - A;28060320;
VILAR DOS TELES;2703;S.JOAO DE MERITI P.A. REG A;25560010;
SAO SEBASTIAO  ;200;PETROPOLIS;25645045;
NOVO MEXICO    ;195;SAO GONCALO;24750055;
PARQUE PENHA   ;202;CAMPOS DOS GOYTACAZES - A;28021010;
IMBETIBA       ;202;MACAE;27915011;
SANTISSIMO     ;2690;RIO DE JANEIRO-CAMPO GRANDE/SENADOR VASCONCELOS;23094370;
ROCINHA        ;242;RIO DE JANEIRO REG.C;22451450;
CAMPINHO       ;2782;RIO DE JANEIRO REG.D;21341460;
TRINDADE       ;195;SAO GONCALO;24457290;
BOACU          ;195;SAO GONCALO;24470140;
UNAMAR         ;192;CABO FRIO DISTRITO;28928548;
NOSSA SENHORA D;239;NILOPOLIS;26520770;
BONSUCESSO     ;2781;RIO DE JANEIRO;21043330;
CASCATINHA     ;200;PETROPOLIS;25710228;
TIJUCA         ;183;RIO DE JANEIRO REG. TIJUCA;20261130;
JACAREPAGUA    ;243;RIO DE JANEIRO REG.P;22780085;
PARQUE MAMBUCAB;249;ANGRA DOS REIS (PEREQUE);23954185;
MEIER          ;2780;RIO DE JANEIRO 2780;20775050;
PONTA GROSSA   ;194;MARICA;24914345;
SANTA CRUZ     ;2690;RIO DE JANEIRO-SANTA CRUZ;23515121;
PORTUGUESA     ;2782;RIO DE JANEIRO REG.D;21920370;
TAQUARA        ;243;RIO DE JANEIRO REG.P;22710255;
FREGUESIA      ;243;RIO DE JANEIRO REG.P;22765010;
LINS DE VASCONC;2780;RIO DE JANEIRO 2780;20710150;
PARQUE CENTENAR;2701;DUQUE DE CAXIAS;25030270;
GUARATIBA      ;2690;RIO DE JANEIRO-GUARATIBA/SEPETIBA;23030380;
FONSECA        ;193;NITEROI;24120016;
DUCHAS         ;200;PETROPOLIS;25680100;
BINGEN         ;200;PETROPOLIS;25660320;
ACARI          ;2693;RIO DE JANEIRO REG. PAVUNA;21530330;
PILARES        ;2780;RIO DE JANEIRO 2780;20755050;
FONSECA        ;193;NITEROI;24130616;
ASA SUL        ;196;SUMIDOURO;28637000;
VILA LEOPOLDINA;2701;DUQUE DE CAXIAS;25035030;
MEIER          ;2780;RIO DE JANEIRO 2780;20775020;
PILARES        ;2780;RIO DE JANEIRO 2780;20750160;
RIO DA AREIA   ;192;SAQUAREMA;28995629;
ARARAS         ;200;PETROPOLIS;25725095;
SENADOR CAMARA ;2694;RIO DE JANEIRO BANGU/REALENGO;21833150;
CENTRO         ;204;NOVA FRIBURGO;28625010;
REALENGO       ;2694;RIO DE JANEIRO BANGU/REALENGO;21730305;
BANGU          ;2694;RIO DE JANEIRO BANGU/REALENGO;21864400;
PECHINCHA      ;243;RIO DE JANEIRO REG.P;22743010;
Lia Mßrcia     ;191;BOM JESUS ITABAPONA;28360000;
CARANGOLA      ;200;PETROPOLIS;25715330;
SANTO ANTONIO  ;195;ITAMBI;24856500;
REALENGO       ;2694;RIO DE JANEIRO BANGU/REALENGO;21725180;
CAMPO GRANDE   ;2690;RIO DE JANEIRO-CAMPO GRANDE/SENADOR VASCONCELOS;23040780;
VARGEM GRANDE  ;246;RIO DE JANEIRO REG.P (RECREIO/VARGEM);22785270;
VILA JULIETA   ;247;RESENDE;27521032;
OLINDA         ;239;NILOPOLIS;26545020;
AGOSTINHO PORTO;2703;S.JOAO DE MERITI P.A. REG A;25550135;
REALENGO       ;2694;RIO DE JANEIRO BANGU/REALENGO;21755360;
MARECHAL HERMES;2782;RIO DE JANEIRO REG.D;21331010;
JUSCELINO      ;239;MESQUITA;26550010;
PENHA CIRCULAR ;2781;RIO DE JANEIRO;21011680;
MARE           ;2781;RIO DE JANEIRO;21044710;
PARQUE ROSARIO ;202;CAMPOS DOS GOYTACAZES - B;28027350;
IPIRANGA       ;246;NOVA IGUACU CG;26293486;
PARQUE EMBAIXAD;247;RESENDE;27537100;
VILA NS SHA DA ;238;NOVA IGUACU;26041271;
MEIER          ;2780;RIO DE JANEIRO 2780;20775040;
ENGENHO DE DENT;2780;RIO DE JANEIRO 2780;20735320;
BANGU          ;2694;RIO DE JANEIRO BANGU/REALENGO;21863120;
RIO COMPRIDO   ;183;RIO DE JANEIRO REG. TIJUCA;20250900;
VILA ISABEL    ;183;RIO DE JANEIRO REG. TIJUCA;20551031;
INHOAIBA       ;2690;RIO DE JANEIRO-COSMOS/INHOAÍBA;23059090;
ENGENHO DA RAIN;2780;RIO DE JANEIRO 2780;20765171;
PARQUE SANTANA ;245;BARRA DO PIRAI;27143170;
CURICICA       ;243;RIO DE JANEIRO REG.P;22775808;
SAO JOSE       ;195;ITAMBI;24852664;
MIRANDOPOLIS   ;247;QUATIS;27420150;
SANTA TERESA   ;183;RIO DE JANEIRO REG. TIJUCA;20251170;
PARQUE SAO JOAO;2701;DUQUE DE CAXIAS;25233250;
SANTISSIMO     ;2690;RIO DE JANEIRO-CAMPO GRANDE/SENADOR VASCONCELOS;23094091;
CABRAL         ;239;NILOPOLIS;26515020;
ITAIPAVA       ;200;"PETROPOLIS - INTERIOR
";25745550;
ENGENHEIRO PASS;247;RESENDE;27555000;
RAMOS          ;2781;RIO DE JANEIRO;21061240;
GLAUCIA        ;9702;BELFORD ROXO REGIAO 2;26195195;
AUSTIN         ;238;NOVA IGUACU;26086100;
VILA LEOPOLDINA;2701;DUQUE DE CAXIAS;25036120;
RIO DA AREIA   ;192;SAQUAREMA;28995629;
PONTINHA       ;192;ARARUAMA;28981755;
RAMOS          ;2781;RIO DE JANEIRO;21060630;
TIJUCA         ;183;RIO DE JANEIRO REG. TIJUCA;20540040;
PORTO DA PEDRA ;195;SAO GONCALO;24436230;
PARQUE FUNDAO  ;202;CAMPOS DOS GOYTACAZES - A;28060490;
JARDIM PERO    ;192;CABO FRIO;28920068;
CABUCU         ;195;ITABORAI;24800971;
REALENGO       ;2694;RIO DE JANEIRO BANGU/REALENGO;21770220;
ENGENHO DE DENT;2780;RIO DE JANEIRO 2780;20771034;
BENFICA        ;2780;RIO DE JANEIRO 2780;20920310;
VILA DA PENHA  ;2781;RIO DE JANEIRO;21211006;
RAMOS          ;2781;RIO DE JANEIRO;21060630;
TAQUARA        ;243;RIO DE JANEIRO REG.P;22713374;
JARDIM DELAMARE;240;JAPERI;26463380;
TIJUCA         ;183;RIO DE JANEIRO REG. TIJUCA;20521180;
HITERLAND      ;2702;BELFORD ROXO;26165050;
CENTRO         ;239;NILOPOLIS;26520008;
PEDRO DO RIO   ;200;"PETROPOLIS - INTERIOR
";25750173;
ATLANTICA      ;192;RIO DAS OSTRAS;28895640;
QUINTINO BOCAIU;2780;RIO DE JANEIRO 2780;21311380;
VILA SAO LUIS  ;2701;DUQUE DE CAXIAS;25065051;
CENTRO         ;183;RIO DE JANEIRO REG. TIJUCA;20031904;
CENTRO         ;248;BARRA MANSA;27310400;
CENTRO         ;239;NILOPOLIS;26520082;
CAMPO GRANDE   ;2690;RIO DE JANEIRO-CAMPO GRANDE/SENADOR VASCONCELOS;23075260;
CAMPO GRANDE   ;2690;RIO DE JANEIRO-CAMPO GRANDE/SENADOR VASCONCELOS;23075075;
MARAMBAIA      ;195;SAO GONCALO;24727295;
SEPETIBA       ;2690;RIO DE JANEIRO-GUARATIBA/SEPETIBA;23548115;
IGUABINHA      ;192;ARARUAMA;28970000;
ITANHANGA      ;243;RIO DE JANEIRO REG.P;22753200;
CURICICA       ;243;RIO DE JANEIRO REG.P;22710065;
VILA CAPRI     ;192;ARARUAMA;28981630;
LARGO DO BARRAD;193;NITEROI;24110002;
PAULINE        ;9702;BELFORD ROXO REGIAO 2;26170210;
BINGEN         ;200;PETROPOLIS;25660004;
CENTRO         ;239;MESQUITA;26551210;
PARADA DE LUCAS;2781;RIO DE JANEIRO;21250420;
AUSTIN         ;238;NOVA IGUACU;26087200;
MATADOURO      ;2703;S.JOAO DE MERITI P.A. REG A;25560300;
TAQUARA        ;243;RIO DE JANEIRO REG.P;22730150;
MARECHAL HERMES;2782;RIO DE JANEIRO REG.D;21331020;
SANTA ROSA     ;193;NITEROI;24240660;
JD ALCANTARA   ;195;SAO GONCALO;24710280;
MIGUEL COUTO   ;2702;BELFORD ROXO;26145240;
SANTO ANTONIO D;2702;BELFORD ROXO;26130435;
SANTO ANTONIO D;2702;BELFORD ROXO;26130320;
RCR DOS BANDEIR;246;RIO DE JANEIRO REG.P (RECREIO/VARGEM);22790877;
ELIANE         ;195;SAO GONCALO;24738280;
SANTISSIMO     ;2690;RIO DE JANEIRO-CAMPO GRANDE/SENADOR VASCONCELOS;23094383;
Ettore         ;247;PORTO REAL;27570000;
CENTRO         ;200;PETROPOLIS;25610060;
PORTO NOVO     ;192;SAQUAREMA;28991311;
RECANTO        ;192;RIO DAS OSTRAS;28890507;
VILA SAO TEODOR;238;NOVA IGUACU;26023070;
ENGENHO DO PORT;2701;DUQUE DE CAXIAS;25015460;
ANCHIETA       ;2694;RIO DE JANEIRO REG. ANCHIETA;21630160;
CABUCU         ;246;NOVA IGUACU CG;26291377;
GAVEA          ;242;RIO DE JANEIRO REG.C;22451264;
PENHA          ;2781;RIO DE JANEIRO;21021140;
RIACHAO        ;238;NOVA IGUACU;26279005;
SANTISSIMO     ;2690;RIO DE JANEIRO-CAMPO GRANDE/SENADOR VASCONCELOS;23010470;
JACAREPAGUA    ;243;RIO DE JANEIRO REG.P;22775060;
JD BOM RETIRO  ;195;SAO GONCALO;24726020;
ITAUNA         ;195;SAO GONCALO;24471740;
RAUL VEIGA     ;195;SAO GONCALO;24710600;
PQ BELA PAISAGE;192;SAQUAREMA;28990000;
NOSSA SENHORA D;239;NILOPOLIS;26521094;
NOSSA SENHORA D;239;NILOPOLIS;26521145;
JARDIM BALNEARI;2701;DUQUE DE CAXIAS;25221094;
TOCOS          ;191;CAMPOS DOS GOYTACAZES - C;28148000;
JARDIM AMERICA ;2781;RIO DE JANEIRO;21240640;
JARDIM PALMARES;238;NOVA IGUACU;26277685;
MACEIO         ;193;NITEROI;24310090;
BANGU          ;2694;RIO DE JANEIRO BANGU/REALENGO;21825340;
BANGU          ;2694;RIO DE JANEIRO BANGU/REALENGO;21864380;
NOVO MEXICO    ;195;SAO GONCALO;24750055;
CATUMBI        ;183;RIO DE JANEIRO REG. TIJUCA;20211000;
SANTO ANTONIO  ;2701;DUQUE DE CAXIAS REG A;25253555;
PARQUE CAPIVARI;2701;DUQUE DE CAXIAS REG A;25245320;
STA ISABEL     ;195;SAO GONCALO;24738850;
GLORIA         ;200;PETROPOLIS;25710390;
OLINDA         ;239;NILOPOLIS;26510140;
JARDIM PALMARES;238;NOVA IGUACU;26277605;
PARQUE SAO VICE;238;NOVA IGUACU;26271000;
REALENGO       ;2694;RIO DE JANEIRO BANGU/REALENGO;21715150;
BANGU          ;2694;RIO DE JANEIRO BANGU/REALENGO;21825320;
VALVERDE       ;246;NOVA IGUACU CG;26290840;
SANTO ANTONIO  ;2701;DUQUE DE CAXIAS REG A;25253555;
PARQUE SENHOR D;2701;DUQUE DE CAXIAS;25025080;
JARDIM LEAL    ;2701;DUQUE DE CAXIAS;25035340;
JACAREPAGUA    ;243;RIO DE JANEIRO REG.P;22780170;
CARMARI        ;238;NOVA IGUACU;26022112;
OLINDA         ;239;NILOPOLIS;26515021;
JARDIM SAO MIGU;237;QUEIMADOS;26383972;
CAMPO GRANDE   ;2690;RIO DE JANEIRO-CAMPO GRANDE/SENADOR VASCONCELOS;23082310;
LAFAIETE       ;238;NOVA IGUACU;26261100;
TAQUARA        ;243;RIO DE JANEIRO REG.P;22715450;
GAVEA          ;242;RIO DE JANEIRO REG.C;22451265;
JARDIM PALMARES;238;NOVA IGUACU;26277500;
NOVA AMERICA   ;238;NOVA IGUACU;26021590;
JARDIM PALMARES;238;NOVA IGUACU;26277403;
SAO CRISTOVAO  ;2780;RIO DE JANEIRO 2780;20921250;
ALTO DA BOA VIS;183;RIO DE JANEIRO REG. TIJUCA;20535010;
COSMOS         ;2690;RIO DE JANEIRO-COSMOS/INHOAÍBA;23060020;
MACEIO         ;191;SÃO FRANCISCO DE ITABAPOANA;28230000;
VILA IBIRAPITAN;246;ITAGUAI;23811790;
NOVO MEXICO    ;195;SAO GONCALO;24750055;
CORDOVIL       ;2781;RIO DE JANEIRO;21012120;
VILA TRES      ;195;SAO GONCALO;24711070;
JARDIM PALMARES;238;NOVA IGUACU;26277785;
CARMARI        ;238;NOVA IGUACU;26022172;
SANTA RITA     ;248;BARRA MANSA;27336140;
CASCATINHA     ;200;PETROPOLIS;25716194;
ITANHANGA      ;243;RIO DE JANEIRO REG.P;22753200;
BRISA MAR      ;246;ITAGUAI (COROA GRANDE/ITIMIRM);23826220;
CABUCU         ;246;NOVA IGUACU CG;26291362;
FREGUESIA      ;243;RIO DE JANEIRO REG.P;22745005;
CENTRO         ;2703;S.JOAO DE MERITI P.A. REG A;25515260;
ANDARAI        ;183;RIO DE JANEIRO REG. TIJUCA;20560032;
HIGIENOPOLIS   ;2781;RIO DE JANEIRO;21050670;
PARQUE SAO VICE;238;NOVA IGUACU;26271080;
JARDIM BARRO BR;2701;DUQUE DE CAXIAS REG A;25267110;
CENTRO         ;204;NOVA FRIBURGO;28625010;
PIAO           ;198;SAPUCAIA;25884000;
JARDIM BOTANICO;242;RIO DE JANEIRO REG.C;22460905;
QUITANDINHA    ;200;PETROPOLIS;25650460;
AREAL CUNHAMBEB;249;ANGRA DOS REIS;23932020;
VILA MURIQUI   ;249;VILA MURIQUI;23870000;
JARDIM ATLANTIC;194;MARICA;24933607;
MIRAMAR        ;202;MACAE;27943300;
CASTELANEA     ;200;PETROPOLIS;25635412;
RAMOS          ;2781;RIO DE JANEIRO;21060630;
TAQUARA        ;243;RIO DE JANEIRO REG.P;22775109;
MOQUETA        ;238;NOVA IGUACU;26285270;
VILA KOSMOS    ;2781;RIO DE JANEIRO;21221480;
RICARDO DE ALBU;2694;RIO DE JANEIRO REG. ANCHIETA;21640002;
RECANTO        ;192;RIO DAS OSTRAS;28890507;
AGUA COMPRIDA  ;248;BARRA MANSA;27321580;
TAQUARA        ;243;RIO DE JANEIRO REG.P;22723021;
Nova cidade    ;191;ITALVA;28250000;
BOM RETIRO     ;195;SAO GONCALO;24726245;
SANTO ALEIXO   ;2704;MAGE;25911285;
CHAPERO        ;246;ITAGUAI;23831500;
VILAR DOS TELES;2703;S.JOAO DE MERITI P.A. REG A;25560390;
INCONFIDENCIA  ;238;NOVA IGUACU;26085095;
COMENDADOR SOAR;238;NOVA IGUACU;26280440;
PARQUE BELEM   ;249;ANGRA DOS REIS;23935005;
GUARATIBA      ;2690;RIO DE JANEIRO-GUARATIBA/SEPETIBA;23020040;
GUARATIBA      ;2690;RIO DE JANEIRO-GUARATIBA/SEPETIBA;23020715;
RIVIERA FLUMINE;202;MACAE;27935360;
SANTISSIMO     ;2690;RIO DE JANEIRO-CAMPO GRANDE/SENADOR VASCONCELOS;23093350;
FAZENDA CAXIAS ;240;SEROPEDICA;23895235;
PARQUE JOQUEI C;202;CAMPOS DOS GOYTACAZES - A;28020230;
BONSUCESSO     ;2781;RIO DE JANEIRO;21041070;
MANGUINHOS     ;2781;RIO DE JANEIRO;21041560;
VISTA ALEGRE   ;2781;RIO DE JANEIRO;21230690;
AUSTIN         ;238;NOVA IGUACU;26087455;
CENTRO         ;239;MESQUITA;26553170;
MANTIQUIRA     ;2701;DUQUE DE CAXIAS REG A;25250410;
